Human,2,4,21,2,7,1,5
Human,9,2,4,62,4,5,6
Human,2,4,1,4,19,1,5
Human,2,1,12,3,2,1,5
Human,24,2,2,2,10,3,3
Human,1,82,5,90,2,88,1
Human,24,2,2,2,10,3,1
Human,6,4,5,2,2,1,5
Human,2,10,2,4,19,3,6
Human,2,71,5,62,11,67,6
Human,2,4,1,2,7,1,5
Human,33,39,30,82,113,47,17
Human,1,2,3,4,5,9,3
Human,33,39,30,82,104,56,17
Human,55,172,21,49,125,48,23
Human,6,4,5,2,2,1,5
Human,2,1,1,3,2,1,5
Human,2,1,1,3,2,1,5
Human,2,1,1,3,2,1,5
Human,2,1,12,3,2,1,5
Human,24,2,2,2,10,3,3
Human,4,7,10,4,1,7,1
Human,24,2,2,2,10,3,1
Human,9,2,4,62,4,5,6
Human,2,1,1,3,2,1,5
Human,6,4,5,2,2,1,5
Human,55,172,21,49,125,83,51
Human,188,313,5,2,89,5,6
Human,1,4,2,2,6,3,17
Human,24,17,2,15,23,3,12
Human,4,7,10,4,42,7,1
Human,2,1,1,3,2,1,3
Human,62,4,5,2,2,1,5
Human,33,39,30,391,104,47,17
Human,24,2,2,2,10,3,1
Human,4,7,10,4,42,51,1
Human,6,4,5,2,2,1,5
Human,4,7,40,4,42,51,1
Human,4,7,10,4,1,7,1
Human,24,2,2,2,10,3,1
Human,8,1,5,3,2,1,1
Human,2,1,12,3,2,1,5
Human,9,2,4,62,4,5,6
Human,9,17,5,10,350,3,3
Human,33,39,30,82,104,56,17
Human,24,2,2,2,10,3,3
Human,2,1,1,3,2,1,5
Human,2,4,1,2,681,1,5
Human,4,7,10,4,1,7,1
Human,62,4,5,2,2,1,5
Human,7,84,2,10,119,178,26
Human,2,1,12,3,2,1,5
Human,2,4,1,2,7,1,5
Human,2,4,1,2,7,1,5
